"Count";"NC_Id";"Species";"Domain";"Realm";"Phylum";"Subphylum";"Class";"Order";"Suborder";"Family";"Subfamily";"Genus"
2792;"NC_007806.1";"Pseudomonas phage 73";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Septimatrevirus"
2793;"NC_001457.1";"Human papillomavirus type 4";"Viruses";NA;NA;NA;NA;NA;NA;"Papillomaviridae";"Firstpapillomavirinae";"Alphapapillomavirus"
2794;"NC_015399.1";"Barbel circovirus";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;"Circovirus"
2795;"NC_007654.1";"Atlantic salmon swim bladder sarcoma virus";"Viruses";NA;NA;NA;NA;"Ortervirales";NA;"Retroviridae";NA;NA
2796;"NC_007497.1";"Burkholderia phage Bcep176";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Stanholtvirus"
2797;"NC_007612.1";"Bovine papillomavirus 7";"Viruses";NA;NA;NA;NA;NA;NA;"Papillomaviridae";NA;NA
2798;"NC_014821.1";"Apricot latent virus";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Betaflexiviridae";"Quinvirinae";"Foveavirus"
2799;"NC_016964.1";"Canine picornavirus";"Viruses";"Riboviria";NA;NA;NA;"Picornavirales";NA;"Picornaviridae";NA;NA
2800;"NC_016654.1";"Rhodococcus phage REQ3";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
2801;"NC_016659.1";"Cyanophage NATL2A-133";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";NA
2802;"NC_015552.1";"Passion fruit mosaic virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Virgaviridae";NA;"Tobamovirus"
2803;"NC_011222.1";"Bacteroides phage B40-8";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
2804;"NC_013585.1";"Acidianus spindle-shaped virus 1";"Viruses";NA;NA;NA;NA;NA;NA;"Fuselloviridae";NA;"Betafusellovirus"
2805;"NC_013587.1";"Sulfolobus spindle-shaped virus 6";"Viruses";NA;NA;NA;NA;NA;NA;"Fuselloviridae";NA;NA
2806;"NC_013588.1";"Sulfolobus spindle-shaped virus 7";"Viruses";NA;NA;NA;NA;NA;NA;"Fuselloviridae";NA;"Alphafusellovirus"
2807;"NC_001434.1";"Hepatitis E virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Hepeviridae";NA;NA
2808;"NC_007731.1";"Alternanthera mosaic virus";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Alphaflexiviridae";NA;"Potexvirus"
2809;"NC_027987.1";"Leuconostoc phage 1-A4";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Mccleskeyvirinae";"Unaquatrovirus"
2810;"NC_027992.1";"Pseudomonas phage JBD25";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
2811;"NC_015208.1";"Pseudomonas phage phi15";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";NA
2812;"NC_015569.1";"Synechococcus phage S-CRM01";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
2813;"NC_001866.1";"Avian myelocytomatosis virus";"Viruses";NA;NA;NA;NA;"Ortervirales";NA;"Retroviridae";"Orthoretrovirinae";"Alpharetrovirus"
2814;"NC_001494.1";"Jaagsiekte sheep retrovirus";"Viruses";NA;NA;NA;NA;"Ortervirales";NA;"Retroviridae";"Orthoretrovirinae";"Betaretrovirus"
2815;"NC_015210.1";"Tsukamurella phage TPA2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
2816;"NC_001361.2";"Potato virus M";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Betaflexiviridae";"Quinvirinae";"Carlavirus"
2817;"NC_009018.1";"Streptococcus phage phi3396";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
2818;"NC_008204.1";"Mycobacterium phage Qyrzula";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Rosebushvirus"
2819;"NC_007816.2";"Cucumber leaf spot virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Tombusviridae";"Procedovirinae";"Aureusvirus"
2820;"NC_015230.1";"Maverick-related virus strain Spezl";"Viruses";NA;NA;NA;NA;NA;NA;"Lavidaviridae";NA;NA
2821;"NC_003443.1";"Human rubulavirus 2";"Viruses";"Riboviria";"Negarnaviricota";"Haploviricotina";"Monjiviricetes";"Mononegavirales";NA;"Paramyxoviridae";NA;"Rubulavirus"
2822;"NC_005281.1";"Heterosigma akashiwo RNA virus SOG263";"Viruses";"Riboviria";NA;NA;NA;"Picornavirales";NA;"Marnaviridae";NA;NA
2823;"NC_028856.1";"Bacillus phage Stahl";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Slashvirus"
2824;"NC_016418.1";"Halastavi arva RNA virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;NA;NA;NA
2825;"NC_015124.1";"Tomato leaf curl Hanoi virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Begomovirus"
2826;"NC_005832.1";"Ambystoma tigrinum virus";"Viruses";NA;NA;NA;NA;NA;NA;"Iridoviridae";"Alphairidovirinae";"Ranavirus"
2827;"NC_003038.1";"Invertebrate iridescent virus 6";"Viruses";NA;NA;NA;NA;NA;NA;"Iridoviridae";"Betairidovirinae";"Iridovirus"
2828;"NC_004542.1";"Canine calicivirus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Caliciviridae";NA;"Vesivirus"
2829;"NC_016165.1";"Rhodobacter phage RcapMu";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
2830;"NC_009021.1";"Bat coronavirus HKU9-1";"Viruses";"Riboviria";NA;NA;NA;"Nidovirales";"Cornidovirineae";"Coronaviridae";"Orthocoronavirinae";"Nobecovirus"
2831;"NC_009986.1";"Sulfolobus spindle-shaped virus 4";"Viruses";NA;NA;NA;NA;NA;NA;"Fuselloviridae";NA;"Alphafusellovirus"
2832;"NC_010154.1";"Acidianus filamentous virus 8";"Viruses";NA;NA;NA;NA;"Ligamenvirales";NA;"Lipothrixviridae";NA;"Betalipothrixvirus"
2833;"NC_005946.1";"Frog virus 3";"Viruses";NA;NA;NA;NA;NA;NA;"Iridoviridae";"Alphairidovirinae";"Ranavirus"
2834;"NC_003054.1";"Goose circovirus";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;"Circovirus"
2835;"NC_001800.1";"Garlic virus X";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Alphaflexiviridae";NA;"Allexivirus"
2836;"NC_004639.1";"Sida yellow mosaic virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Begomovirus"
2837;"NC_010944.1";"Brugmansia mild mottle virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Virgaviridae";NA;"Tobamovirus"
2838;"NC_010945.1";"Streptococcus phage PH15";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
2839;"NC_028959.1";"Clostridium phage phiMMP03";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
2840;"NC_002072.2";"Streptococcus phage DT1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Moineauvirus"
2841;"NC_009383.1";"Phlox virus S";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Betaflexiviridae";"Quinvirinae";"Carlavirus"
2842;"NC_000902.1";"Enterobacteria phage VT2-Sakai";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Sepvirinae";"Traversvirus"
2843;"NC_006937.2";"Fusarium graminearum dsRNA mycovirus-1";"Viruses";"Riboviria";NA;NA;NA;NA;NA;NA;NA;NA
2844;"NC_012931.1";"Wheat yellow dwarf virus-GPV";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Luteoviridae";NA;"Polerovirus"
2845;"NC_015150.1";"Human polyomavirus 9";"Viruses";NA;NA;NA;NA;NA;NA;"Polyomaviridae";NA;"Alphapolyomavirus"
2846;"NC_007919.3";"Nora virus";"Viruses";"Riboviria";NA;NA;NA;"Picornavirales";NA;NA;NA;NA
2847;"NC_004002.1";"Sheeppox virus 17077-99";"Viruses";NA;NA;NA;NA;NA;NA;"Poxviridae";"Chordopoxvirinae";"Capripoxvirus"
2848;"NC_021248.1";"Choristoneura biennis entomopoxvirus 'L'";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2849;"NC_011166.1";"Pseudomonas phage LMA2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Pbunavirus"
2850;"NC_001834.1";"Drosophila C virus strain EB";"Viruses";"Riboviria";NA;NA;NA;"Picornavirales";NA;"Dicistroviridae";NA;"Cripavirus"
2851;"NC_006265.1";"Carrot red leaf virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Luteoviridae";NA;"Polerovirus"
2852;"NC_007045.1";"Staphylococcus phage PT1028";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2853;"NC_001354.1";"Human papillomavirus type 41";"Viruses";NA;NA;NA;NA;NA;NA;"Papillomaviridae";"Firstpapillomavirinae";NA
2854;"NC_001874.1";"Rhopalosiphum padi virus";"Viruses";"Riboviria";NA;NA;NA;"Picornavirales";NA;"Dicistroviridae";NA;"Cripavirus"
2855;"NC_006943.1";"Hydrangea ringspot virus";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Alphaflexiviridae";NA;"Potexvirus"
2856;"NC_015940.1";"Bat picornavirus 1";"Viruses";"Riboviria";NA;NA;NA;"Picornavirales";NA;"Picornaviridae";NA;NA
2857;"NC_001724.1";"Snakehead retrovirus";"Viruses";NA;NA;NA;NA;"Ortervirales";NA;"Retroviridae";NA;NA
2858;"NC_003434.1";"Ageratum enation virus";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2859;"NC_006875.1";"Calicivirus isolate TCG";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Caliciviridae";NA;NA
2860;"NC_001943.1";"Human astrovirus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Astroviridae";NA;NA
2861;"NC_015941.1";"Bat picornavirus 2";"Viruses";"Riboviria";NA;NA;NA;"Picornavirales";NA;"Picornaviridae";NA;NA
2862;"NC_016963.1";"New World begomovirus associated satellite DNA isolate 177H3";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2863;"NC_007518.1";"Heterocapsa circularisquama RNA virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;NA;NA;NA
2864;"NC_001725.1";"Strawberry vein banding virus";"Viruses";NA;NA;NA;NA;"Ortervirales";NA;"Caulimoviridae";NA;"Caulimovirus"
2865;"NC_006884.2";"Prochlorococcus phage P-SSM4";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
2866;"NC_001348.1";"Human herpesvirus 3";"Viruses";NA;NA;NA;NA;"Herpesvirales";NA;"Herpesviridae";"Alphaherpesvirinae";"Varicellovirus"
2867;"NC_008310.2";"Hibiscus latent Singapore virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Virgaviridae";NA;"Tobamovirus"
2868;"NC_008560.1";"Malvastrum yellow mosaic virus satellite DNA beta";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2869;"NC_008187.1";"Aedes taeniorhynchus iridescent virus";"Viruses";NA;NA;NA;NA;NA;NA;"Iridoviridae";"Betairidovirinae";"Chloriridovirus"
2870;"NC_001340.1";"Apple scar skin viroid";"Viruses";"Riboviria";NA;NA;NA;NA;NA;NA;NA;NA
2871;"NC_009990.1";"Thalassomonas phage BA3";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;NA
2872;"NC_011085.3";"Morganella phage MmP1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Teseptimavirus"
2873;"NC_011285.1";"Mycobacterium phage Troll4";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Dclasvirinae";NA
2874;"NC_012812.1";"Bovine viral diarrhea virus 3 Th/04_KhonKaen";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Flaviviridae";NA;"Pestivirus"
2875;"NC_001555.1";"Tobacco etch virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Potyviridae";NA;"Potyvirus"
2876;"NC_002568.2";"Sesbania mosaic virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Solemoviridae";NA;"Sobemovirus"
2877;"NC_002164.1";"Poinsettia mosaic virus";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Tymoviridae";NA;NA
2878;"NC_001449.1";"Venezuelan equine encephalitis virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Togaviridae";NA;"Alphavirus"
2879;"NC_013423.1";"Vernonia yellow vein betasatellite";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2880;"NC_013920.1";"Olive latent virus 3";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Tymoviridae";NA;"Marafivirus"
2881;"NC_013528.1";"Fort Morgan virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Togaviridae";NA;"Alphavirus"
2882;"NC_013649.2";"Klebsiella phage KP34";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Drulisvirus"
2883;"NC_014069.1";"Torque teno virus 4";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Alphatorquevirus"
2884;"NC_014076.1";"Torque teno virus 10";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Alphatorquevirus"
2885;"NC_015934.1";"Bat picornavirus 3";"Viruses";"Riboviria";NA;NA;NA;"Picornavirales";NA;"Picornaviridae";NA;NA
2886;"NC_014645.1";"Ageratum leaf curl Cameroon virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Begomovirus"
2887;"NC_014744.1";"Ageratum leaf curl Cameroon alphasatellite";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2888;"NC_006944.1";"Mint virus 1";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Closteroviridae";NA;"Closterovirus"
2889;"NC_014143.1";"Bettongia penicillata papillomavirus";"Viruses";NA;NA;NA;NA;NA;NA;"Papillomaviridae";"Firstpapillomavirinae";NA
2890;"NC_014746.1";"Ageratum leaf curl Buea betasatellite";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2891;"NC_014747.1";"Tomato leaf curl Cameroon alphasatellite";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2892;"NC_037662.1";"Botrytis cinerea fusarivirus 1-S2";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Fusariviridae";NA;NA
2893;"NC_037661.1";"Botrytis cinerea fusarivirus 1-S1";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Fusariviridae";NA;NA
2894;"NC_030689.1";"Parrot bornavirus 7";"Viruses";"Riboviria";"Negarnaviricota";"Haploviricotina";"Monjiviricetes";"Mononegavirales";NA;"Bornaviridae";NA;"Orthobornavirus"
2895;"NC_028106.1";"Parrot bornavirus 2";"Viruses";"Riboviria";"Negarnaviricota";"Haploviricotina";"Monjiviricetes";"Mononegavirales";NA;"Bornaviridae";NA;"Orthobornavirus"
2896;"NC_017915.1";"Sclerotinia sclerotiorum dsRNA mycovirus-L";"Viruses";"Riboviria";NA;NA;NA;NA;NA;NA;NA;NA
2897;"NC_000924.1";"Enterobacteria phage 933W";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Sepvirinae";"Traversvirus"
2898;"NC_003391.1";"Camelpox virus";"Viruses";NA;NA;NA;NA;NA;NA;"Poxviridae";"Chordopoxvirinae";"Orthopoxvirus"
2899;"NC_007060.1";"Staphylococcus phage 55";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Phietavirus"
2900;"NC_027990.1";"Lactobacillus phage LBR48";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
2901;"NC_028987.2";"Acinetobacter phage IME200";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Friunavirus"
2902;"NC_029005.2";"Streptomyces phage phiSAJS1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Woodruffvirus"
2903;"NC_003346.1";"Bombyx mori densovirus 1";"Viruses";NA;NA;NA;NA;NA;NA;"Parvoviridae";"Densovirinae";"Iteradensovirus"
2904;"NC_011547.1";"Bulbul coronavirus HKU11-934";"Viruses";"Riboviria";NA;NA;NA;"Nidovirales";"Cornidovirineae";"Coronaviridae";"Orthocoronavirinae";"Deltacoronavirus"
2905;"NC_038269.1";"Pteromalus puparum negative-strand RNA virus 1";"Viruses";"Riboviria";"Negarnaviricota";"Haploviricotina";"Monjiviricetes";"Mononegavirales";NA;NA;NA;NA
2906;"NC_038270.1";"Simian Agent 10";"Viruses";"Riboviria";"Negarnaviricota";"Haploviricotina";"Monjiviricetes";"Mononegavirales";NA;"Paramyxoviridae";"Orthoparamyxovirinae";"Respirovirus"
2907;"NC_038271.1";"Bat Paramyxovirus Epo_spe/AR1/DRC/2009";"Viruses";"Riboviria";"Negarnaviricota";"Haploviricotina";"Monjiviricetes";"Mononegavirales";NA;"Paramyxoviridae";NA;"Rubulavirus"
2908;"NC_038272.1";"Bovine respiratory syncytial virus ATCC51908";"Viruses";"Riboviria";"Negarnaviricota";"Haploviricotina";"Monjiviricetes";"Mononegavirales";NA;"Pneumoviridae";NA;"Orthopneumovirus"
2909;"NC_038291.1";"Porcine reproductive and respiratory syndrome virus 2";"Viruses";"Riboviria";NA;NA;NA;"Nidovirales";"Arnidovirineae";"Arteriviridae";"Variarterivirinae";"Betaarterivirus"
2910;"NC_038294.1";"Betacoronavirus England 1";"Viruses";"Riboviria";NA;NA;NA;"Nidovirales";"Cornidovirineae";"Coronaviridae";"Orthocoronavirinae";"Merbecovirus"
2911;"NC_038371.1";"Clostera anastomosis granulovirus B";"Viruses";NA;NA;NA;NA;NA;NA;"Baculoviridae";NA;"Betabaculovirus"
2912;"NC_038386.1";"Rhinolophus ferrumequinum circovirus 1";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;"Circovirus"
2913;"NC_038391.1";"Chimpanzee stool avian-like circovirus Chimp17";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;NA
2914;"NC_038392.1";"Human stool-associated circular virus NG13";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;"Circovirus"
2915;"NC_038407.1";"Cyclovirus Chimp11";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;"Cyclovirus"
2916;"NC_038411.1";"Cyclovirus Equ1";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;"Cyclovirus"
2917;"NC_038412.1";"Cyclovirus PK5510";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;"Cyclovirus"
2918;"NC_038413.1";"Cyclovirus PK5222";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;"Cyclovirus"
2919;"NC_038414.1";"Cyclovirus TN25";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;"Cyclovirus"
2920;"NC_038415.1";"Cyclovirus PK5034";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;"Cyclovirus"
2921;"NC_038416.1";"Cyclovirus NG12";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;"Cyclovirus"
2922;"NC_038417.1";"Cyclovirus NG14";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;"Cyclovirus"
2923;"NC_038418.1";"Cyclovirus SL-108277";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;"Cyclovirus"
2924;"NC_038419.1";"Carnation necrotic fleck virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Closteroviridae";NA;"Closterovirus"
2925;"NC_038440.1";"Chenopodium leaf curl virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Begomovirus"
2926;"NC_038470.1";"Tomato leaf curl New Delhi virus 2";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Begomovirus"
2927;"NC_038481.1";"Mosquito VEM virus SDBVL G";"Viruses";NA;NA;NA;NA;NA;NA;"Genomoviridae";NA;"Gemycircularvirus"
2928;"NC_038497.1";"Human gemycircularvirus GeTz1";"Viruses";NA;NA;NA;NA;NA;NA;"Genomoviridae";NA;"Gemykibivirus"
2929;"NC_038534.1";"Turkey parvovirus 260";"Viruses";NA;NA;NA;NA;NA;NA;"Parvoviridae";"Parvovirinae";"Aveparvovirus"
2930;"NC_038538.1";"Porcine bocavirus H18";"Viruses";NA;NA;NA;NA;NA;NA;"Parvoviridae";"Parvovirinae";"Bocaparvovirus"
2931;"NC_038671.1";"Everglades virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Togaviridae";NA;"Alphavirus"
2932;"NC_038686.1";"Tomato leaf curl Malaysia betasatellite";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2933;"NC_038687.1";"Tomato yellow leaf curl Rajasthan betasatellite";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2934;"NC_038703.1";"Tobacco latent virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Virgaviridae";NA;"Tobamovirus"
2935;"NC_038857.1";"Mosso das Pedras virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Togaviridae";NA;"Alphavirus"
2936;"NC_038884.1";"Hollyhock leaf curl virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Begomovirus"
2937;"NC_038885.1";"Rhynchosia yellow mosaic virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Begomovirus"
2938;"NC_038886.1";"Rhynchosia yellow mosaic virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Begomovirus"
2939;"NC_038894.1";"Tomato leaf curl Anjouan virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Begomovirus"
2940;"NC_038899.1";"Tomato leaf curl Namakely virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Begomovirus"
2941;"NC_038912.1";"Classical swine fever virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Flaviviridae";NA;"Pestivirus"
2942;"NC_038915.1";"Chondrostereum purpureum cryptic virus 1";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Partitiviridae";NA;"Alphapartitivirus"
2943;"NC_038916.1";"Chondrostereum purpureum cryptic virus 1";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Partitiviridae";NA;"Alphapartitivirus"
2944;"NC_038929.1";"Beauveria bassiana victorivirus 1";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Totiviridae";NA;"Victorivirus"
2945;"NC_038962.1";"Jatropha leaf curl Gujarat virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Begomovirus"
2946;"NC_039013.1";"Jungle carpet python virus";"Viruses";"Riboviria";"Negarnaviricota";"Haploviricotina";"Monjiviricetes";"Mononegavirales";NA;"Bornaviridae";NA;"Carbovirus"
2947;"NC_039014.1";"Southwest carpet python virus";"Viruses";"Riboviria";"Negarnaviricota";"Haploviricotina";"Monjiviricetes";"Mononegavirales";NA;"Bornaviridae";NA;NA
2948;"NC_039017.1";"Antarctic penguin virus A";"Viruses";"Riboviria";"Negarnaviricota";"Haploviricotina";"Monjiviricetes";"Mononegavirales";NA;"Paramyxoviridae";"Avulavirinae";"Orthoavulavirus"
2949;"NC_039018.1";"Antarctic penguin virus B";"Viruses";"Riboviria";"Negarnaviricota";"Haploviricotina";"Monjiviricetes";"Mononegavirales";NA;"Paramyxoviridae";"Avulavirinae";"Orthoavulavirus"
2950;"NC_039019.1";"Antarctic penguin virus C";"Viruses";"Riboviria";"Negarnaviricota";"Haploviricotina";"Monjiviricetes";"Mononegavirales";NA;"Paramyxoviridae";"Avulavirinae";NA
2951;"NC_039029.1";"Western lowland gorilla simian foamy virus";"Viruses";NA;NA;NA;NA;"Ortervirales";NA;"Retroviridae";"Spumaretrovirinae";"Simiispumavirus"
2952;"NC_039030.1";"White-tufted-ear marmoset simian foamy virus";"Viruses";NA;NA;NA;NA;"Ortervirales";NA;"Retroviridae";"Spumaretrovirinae";"Simiispumavirus"
2953;"NC_039040.1";"Myotis ricketti papillomavirus 1";"Viruses";NA;NA;NA;NA;NA;NA;"Papillomaviridae";"Firstpapillomavirinae";NA
2954;"NC_039042.1";"Cervus elaphus papillomavirus type 2";"Viruses";NA;NA;NA;NA;NA;NA;"Papillomaviridae";"Firstpapillomavirinae";"Xipapillomavirus"
2955;"NC_039045.1";"Myotis myotis bocavirus 1";"Viruses";NA;NA;NA;NA;NA;NA;"Parvoviridae";"Parvovirinae";"Bocaparvovirus"
2956;"NC_039057.1";"Camel associated drosmacovirus 1";"Viruses";NA;NA;NA;NA;NA;NA;"Smacoviridae";NA;"Drosmacovirus"
2957;"NC_039058.1";"Camel associated drosmacovirus 2";"Viruses";NA;NA;NA;NA;NA;NA;"Smacoviridae";NA;"Drosmacovirus"
2958;"NC_039059.1";"Chicken associated huchismacovirus 1";"Viruses";NA;NA;NA;NA;NA;NA;"Smacoviridae";NA;"Huchismacovirus"
2959;"NC_039060.1";"Chicken associated huchismacovirus 2";"Viruses";NA;NA;NA;NA;NA;NA;"Smacoviridae";NA;"Huchismacovirus"
2960;"NC_039083.1";"Bendhi Yellow Vein Mosaic/Mesta Yellow Vein Mosaic alphasatellite";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2961;"NC_039084.1";"Hollyhock yellow vein virus associated symptomless alphasatellite";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2962;"NC_030463.1";"Circovirus-like genome DCCV-1";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;NA
2963;"NC_030460.1";"Circovirus-like genome DCCV-10";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;NA
2964;"NC_030464.1";"Circovirus-like genome DCCV-11";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;NA
2965;"NC_030468.1";"Circovirus-like genome DCCV-12";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;NA
2966;"NC_030469.1";"Circovirus-like genome DCCV-13";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;NA
2967;"NC_030465.1";"Circovirus-like genome DCCV-2";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;NA
2968;"NC_030467.1";"Circovirus-like genome DCCV-3";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;NA
2969;"NC_030470.1";"Circovirus-like genome DCCV-4";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;NA
2970;"NC_030473.1";"Circovirus-like genome DCCV-5";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;NA
2971;"NC_030478.1";"Circovirus-like genome DCCV-6";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;NA
